location_id,koppen_code,vegetation_zone,country_derived
63976,Cfa,,Argentina
63977,Cfb,Tropischer Regenwald,Brazil
63978,Cfa,Tropisches Grasland / Savanne,
63979,BSh,Wüste / Trockengebiete,Mexico
63980,,Gemäßigtes Grasland,Argentina
63981,Cfa,Tropisches Grasland / Savanne,
63982,Cfa,Tropischer Regenwald,Brazil
63983,Cwb,Tropischer Regenwald,Peru
63984,Am,Überschwemmtes Grasland,
63985,Cfa,Tropischer Regenwald,Mexico
63986,Am,Tropischer Regenwald,Costa Rica
63987,Aw,Tropischer Regenwald,Brazil
63988,Af,Tropischer Regenwald,Suriname
63989,Cwb,Tropischer Nadelwald,Mexico
63990,Cwb,Wüste / Trockengebiete,Mexico
63991,Cwb,Tropischer Regenwald,Brazil
63992,Cwa,Tropischer Nadelwald,Mexico
63993,Cfb,Gemäßigter Laubwald,Chile
63994,BWh,Wüste / Trockengebiete,Peru
63995,Cwa,Wüste / Trockengebiete,Mexico
63996,BSh,Wüste / Trockengebiete,Mexico
63997,Cfb,Gemäßigtes Grasland,Argentina
63998,Am,Tropischer Regenwald,Mexico
63999,Am,Überschwemmtes Grasland,
64000,Cfa,Tropischer Regenwald,Brazil
64001,Cfa,Gemäßigtes Grasland,Argentina
64002,Cfb,Tropischer Regenwald,Colombia
64003,Am,Überschwemmtes Grasland,
64004,Cwa,Tropisches Grasland / Savanne,Argentina
64005,Cfa,Gemäßigtes Grasland,Argentina
64006,BSk,Mittelmeervegetation,Mexico
64007,Aw,Tropischer Regenwald,Mexico
64008,BSh,Wüste / Trockengebiete,
64009,Cfa,Gemäßigtes Grasland,Argentina
64010,Cfa,Gemäßigtes Grasland,Argentina
64011,Aw,Tropischer Nadelwald,Honduras
64012,Cfb,Tropischer Regenwald,Panama
64013,Am,Überschwemmtes Grasland,
64014,Cfb,Tropischer Regenwald,Ecuador
64015,BSk,Wüste / Trockengebiete,Mexico
64016,Cwa,Tropischer Trockenwald,Mexico
64017,Cfb,Tropischer Regenwald,Brazil
64018,Cfb,Gemäßigter Laubwald,Chile
64019,Am,Tropischer Regenwald,Panama
64020,Cfa,Tropisches Grasland / Savanne,
64021,BWh,Wüste / Trockengebiete,Peru
64022,Aw,Wüste / Trockengebiete,Ecuador
64023,Cfb,Gemäßigtes Grasland,Argentina
64024,Am,Tropisches Grasland / Savanne,Colombia
64025,BSk,Tropischer Nadelwald,Mexico
64026,Af,,Brazil
64027,,Tropischer Regenwald,Brazil
64028,Aw,Tropischer Trockenwald,Dominican Republic
64029,Cfa,Überschwemmtes Grasland,Argentina
64030,Am,Tropischer Regenwald,Costa Rica
64031,Aw,Tropischer Nadelwald,Honduras
64032,Am,Tropisches Grasland / Savanne,Bolivia
64033,Aw,Tropisches Grasland / Savanne,Brazil
64034,Am,Tropischer Regenwald,Mexico
64035,Cwb,Tropischer Regenwald,Peru
64036,BWk,Wüste / Trockengebiete,Peru
64037,Cwb,Wüste / Trockengebiete,Mexico
64038,Af,Tropischer Regenwald,Costa Rica
64039,Am,Tropischer Regenwald,French Guiana
64040,BWh,Wüste / Trockengebiete,Mexico
64041,Cwa,Tropisches Grasland / Savanne,Argentina
64042,Aw,Mangroven,Venezuela
64043,Aw,Tropischer Trockenwald,Mexico
64044,Cfa,Tropisches Grasland / Savanne,
64045,Aw,Tropischer Trockenwald,Mexico
64046,Cfa,Tropischer Regenwald,Brazil
64047,BWh,Wüste / Trockengebiete,Peru
64048,Cfb,Tropischer Regenwald,Brazil
64049,Cwb,Tropisches Grasland / Savanne,Argentina
64050,Cfa,Tropischer Regenwald,Brazil
64051,Aw,,
64052,BSh,Wüste / Trockengebiete,Brazil
64053,Cfb,Gemäßigtes Grasland,Argentina
64054,Cfa,Überschwemmtes Grasland,Argentina
64055,Aw,Wüste / Trockengebiete,Colombia
64056,Af,Tropischer Regenwald,Costa Rica
64057,Csb,Mittelmeervegetation,Chile
64058,BWh,Gemäßigtes Grasland,Argentina
64059,Cwb,Tropisches Grasland / Savanne,Brazil
64060,Aw,Tropischer Nadelwald,Dominican Republic
64061,Aw,,
64062,BSh,Tropischer Nadelwald,Mexico
64063,Am,Tropischer Regenwald,Costa Rica
64064,Cfa,Tropischer Regenwald,Brazil
64065,Cfa,Tropischer Regenwald,Brazil
64066,Cfa,Gemäßigtes Grasland,Argentina
64067,BSk,Wüste / Trockengebiete,Mexico
64068,Am,Mangroven,French Guiana
64069,BSh,Tropischer Trockenwald,Mexico
64070,Aw,Tropisches Grasland / Savanne,Brazil
64071,Cwb,,Mexico
64072,Cwb,Tropischer Nadelwald,Mexico
64073,Af,Tropischer Regenwald,Ecuador
64074,Cfa,Tropischer Regenwald,Brazil
64075,Cfa,Tropischer Regenwald,Brazil
64076,Cfa,Tropischer Regenwald,Brazil
64077,Cfa,Gemäßigtes Grasland,Argentina
64078,Csb,Mittelmeervegetation,Chile
64079,Csb,Tropischer Regenwald,Ecuador
64080,BSk,Mittelmeervegetation,Chile
64081,Cwb,Tropischer Nadelwald,Mexico
64082,Aw,Wüste / Trockengebiete,Brazil
64083,Aw,Tropischer Trockenwald,Honduras
64084,Cwb,Tropischer Nadelwald,Mexico
64085,Aw,Gemäßigter Nadelwald,
64086,Af,Überschwemmtes Grasland,
64087,BSh,Tropisches Grasland / Savanne,Argentina
64088,Cwb,Tropischer Trockenwald,Bolivia
64089,BSh,Wüste / Trockengebiete,Mexico
64090,ET,Gebirgs-Grasland,Bolivia
64091,BSh,Tropischer Trockenwald,Mexico
64092,Aw,Tropisches Grasland / Savanne,Brazil
64093,Cwb,Wüste / Trockengebiete,Mexico
64094,Af,Überschwemmtes Grasland,
64095,Cfa,Tropischer Regenwald,Argentina
64096,Cfb,Tropischer Regenwald,Brazil
64097,Csb,Mittelmeervegetation,Chile
64098,BWk,Mittelmeervegetation,Chile
64099,Am,Tropischer Regenwald,Costa Rica
64100,Cfa,Gemäßigtes Grasland,Argentina
64101,Cfa,Gemäßigtes Grasland,Argentina
64102,Cfa,,Argentina
64103,Cfa,Tropischer Regenwald,Argentina
64104,Aw,Tropisches Grasland / Savanne,Brazil
64105,Csb,,Colombia
64106,Aw,Tropischer Trockenwald,Mexico
64107,Aw,Tropisches Grasland / Savanne,Brazil
64108,Aw,Tropisches Grasland / Savanne,Brazil
64109,Cfa,Tropischer Regenwald,Brazil
64110,Csb,Gemäßigter Laubwald,Argentina
64111,Af,,Dominican Republic
64112,Aw,Tropischer Regenwald,Mexico
64113,Cfa,Gemäßigtes Grasland,Argentina
64114,,,Costa Rica
64115,Cfa,Tropischer Regenwald,Brazil
64116,Am,Überschwemmtes Grasland,
64117,Cfa,Gemäßigtes Grasland,Argentina
64118,Cfa,,Argentina
64119,Aw,Tropisches Grasland / Savanne,Brazil
64120,BSh,Tropischer Trockenwald,Mexico
64121,Cfa,Tropisches Grasland / Savanne,Brazil
64122,Cfa,Tropischer Regenwald,Brazil
64123,Csb,Tropischer Regenwald,Ecuador
64124,Csb,Gemäßigtes Grasland,Chile
64125,Aw,Tropisches Grasland / Savanne,Brazil
64126,Cwa,Tropischer Trockenwald,Mexico
64127,Cwb,Tropischer Nadelwald,Mexico
64128,Aw,Tropischer Regenwald,Puerto Rico
64129,Aw,Tropischer Regenwald,
64130,Csb,Mittelmeervegetation,Chile
64131,Cfb,Tropischer Regenwald,Brazil
64132,Csb,Gemäßigter Laubwald,Chile
64133,Cfc,Gemäßigter Laubwald,
64134,Cwb,Wüste / Trockengebiete,Mexico
64135,BWh,Wüste / Trockengebiete,Mexico
64136,Cwb,Tropisches Grasland / Savanne,Argentina
64137,Cwa,Tropischer Regenwald,Argentina
64138,Cfa,Tropischer Regenwald,Brazil
64139,Af,,Puerto Rico
64140,Am,Tropischer Regenwald,Venezuela
64141,Cfa,Tropisches Grasland / Savanne,Brazil
64142,Am,Tropischer Regenwald,Peru
64143,Af,Tropischer Regenwald,Brazil
64144,Af,Tropischer Regenwald,Peru
64145,Csb,Mittelmeervegetation,Chile
64146,Aw,Tropischer Regenwald,Brazil
64147,Cfb,Tropischer Regenwald,Brazil
64148,Csb,Gemäßigter Laubwald,Chile
64149,Cfb,Tropischer Regenwald,Ecuador
64150,Cfb,Gemäßigter Laubwald,Chile
64151,Cwb,Tropischer Nadelwald,Mexico
64152,Af,Tropischer Regenwald,Ecuador
64153,BWh,Tropischer Trockenwald,Mexico
64154,Cfb,Tropischer Regenwald,Costa Rica
64155,Aw,Tropischer Trockenwald,Mexico
64156,Cfa,Tropisches Grasland / Savanne,
64157,Aw,Tropischer Trockenwald,Cuba
64158,Af,Überschwemmtes Grasland,
64159,Dsc,Gemäßigter Laubwald,Argentina
64160,BSh,Wüste / Trockengebiete,
64161,Cfb,Tropischer Regenwald,Colombia
64162,Cwb,Wüste / Trockengebiete,Mexico
64163,BSh,Tropischer Trockenwald,Mexico
64164,Cfa,Tropisches Grasland / Savanne,Uruguay
64165,Am,,
64166,Am,,
64167,Aw,Tropisches Grasland / Savanne,Brazil
64168,Cfb,Gemäßigter Laubwald,Chile
64169,BWh,Wüste / Trockengebiete,Mexico
64170,Cfb,Gemäßigtes Grasland,Argentina
64171,BSh,Tropischer Trockenwald,Mexico
64172,Cfb,Tropischer Regenwald,Ecuador
64173,Cwb,Wüste / Trockengebiete,Mexico
64174,Cfa,Tropisches Grasland / Savanne,
64175,BWh,Wüste / Trockengebiete,Mexico
64176,Am,Tropischer Regenwald,
64177,Am,Tropischer Regenwald,Costa Rica
64178,Aw,Wüste / Trockengebiete,Venezuela
64179,Cfa,Tropischer Regenwald,Brazil
64180,Cfa,Tropischer Regenwald,Brazil
64181,Cfb,Tropischer Regenwald,Colombia
64182,Csa,Mittelmeervegetation,Chile
64183,Aw,Tropischer Regenwald,Brazil
64184,BSh,Wüste / Trockengebiete,
64185,Am,Mangroven,French Guiana
64186,BSh,Wüste / Trockengebiete,
64187,Aw,Mangroven,Venezuela
64188,Cfa,Tropischer Regenwald,Brazil
64189,Aw,Tropischer Regenwald,Brazil
64190,Csa,Mittelmeervegetation,Chile
64191,Cfa,Tropischer Regenwald,Brazil
64192,,Tropischer Regenwald,Ecuador
64193,Cwb,Tropischer Regenwald,Peru
64194,BSk,Tropisches Grasland / Savanne,Argentina
64195,Cfa,Gemäßigtes Grasland,Argentina
64196,Cfb,Tropischer Regenwald,Ecuador
64197,Af,Tropischer Regenwald,Ecuador
64198,Csb,,Colombia
64199,Am,Überschwemmtes Grasland,
64200,Cfa,Gemäßigtes Grasland,Argentina
64201,Af,Tropischer Regenwald,Ecuador
64202,Am,Tropischer Regenwald,Brazil
64203,Af,Tropischer Regenwald,Colombia
64204,BSh,Wüste / Trockengebiete,Mexico
64205,Cwa,Tropischer Trockenwald,Mexico
64206,BWh,Wüste / Trockengebiete,Mexico
64207,Af,Tropischer Regenwald,Colombia
64208,Am,Tropischer Trockenwald,
64209,BSk,Tropischer Nadelwald,Mexico
64210,Aw,Tropisches Grasland / Savanne,Brazil
64211,Af,Tropischer Regenwald,Colombia
64212,Cfb,Gemäßigter Laubwald,Chile
64213,Am,Tropischer Regenwald,Mexico
64214,Aw,,
64215,BSh,Wüste / Trockengebiete,
64216,Am,Tropischer Regenwald,Guatemala
64217,Cwb,Wüste / Trockengebiete,Mexico
64218,Aw,Tropischer Trockenwald,Mexico
64219,Af,Tropischer Regenwald,Costa Rica
64220,BSk,Mittelmeervegetation,Chile
64221,Cfa,Tropischer Regenwald,Brazil
64222,BSh,Wüste / Trockengebiete,Mexico
64223,Cwb,Tropischer Nadelwald,Mexico
64224,Aw,Tropischer Regenwald,Brazil
64225,Cfa,Tropischer Regenwald,Brazil
64226,Cfa,Gemäßigtes Grasland,Argentina
64227,Cfa,Überschwemmtes Grasland,Argentina
64228,Aw,Tropischer Regenwald,Brazil
64229,BSk,Wüste / Trockengebiete,Mexico
64230,Cwb,Wüste / Trockengebiete,Mexico
64231,Af,Tropischer Regenwald,Costa Rica
64232,Cfa,Tropisches Grasland / Savanne,Uruguay
64233,Cfb,Tropischer Regenwald,Panama
64234,Csb,Gemäßigter Laubwald,Chile
64235,Cwa,Tropischer Trockenwald,Mexico
64236,BWh,Tropischer Trockenwald,Peru
64237,ET,Tropischer Regenwald,Ecuador
64238,Aw,Wüste / Trockengebiete,Colombia
64239,Cwb,Tropischer Nadelwald,Mexico
64240,Af,Tropischer Regenwald,Colombia
64241,Cfa,,Argentina
64242,Am,Mangroven,French Guiana
64243,Am,Tropisches Grasland / Savanne,Colombia
64244,Aw,Wüste / Trockengebiete,Venezuela
64245,Cwb,Wüste / Trockengebiete,Mexico
64246,BSh,Wüste / Trockengebiete,Mexico
64247,Cfa,Gemäßigtes Grasland,Argentina
64248,BWh,Tropischer Trockenwald,Mexico
64250,Cfb,Tropischer Regenwald,Colombia
64251,Cfa,Überschwemmtes Grasland,Argentina
64252,Cfa,Tropischer Regenwald,Brazil
64253,Af,Wüste / Trockengebiete,
64254,Aw,Mangroven,Venezuela
64255,Aw,Tropischer Regenwald,Mexico
64256,Cwb,Tropischer Nadelwald,Mexico
64257,Cwa,Wüste / Trockengebiete,Mexico
64258,Cfb,Gemäßigter Laubwald,Chile
64259,Am,Wüste / Trockengebiete,
64260,Af,Überschwemmtes Grasland,
64261,Aw,Tropisches Grasland / Savanne,Brazil
64262,Cfa,Gemäßigtes Grasland,Argentina
64263,Af,Tropischer Regenwald,Colombia
64264,Cwb,Tropischer Nadelwald,Mexico
64265,Csb,Mittelmeervegetation,Chile
64266,BSk,Wüste / Trockengebiete,Mexico
64267,Aw,Tropischer Regenwald,Venezuela
64268,Af,Tropischer Regenwald,Panama
64269,Af,Tropischer Regenwald,Colombia
64270,Am,,Costa Rica
64271,Cfa,Gemäßigtes Grasland,Argentina
64272,BSk,Gebirgs-Grasland,Argentina
64273,Cfa,Tropischer Regenwald,Brazil
64274,Am,Tropischer Regenwald,Costa Rica
64275,Cfb,Tropischer Regenwald,Brazil
64276,Cfb,Tropischer Regenwald,Ecuador
64277,BWh,Wüste / Trockengebiete,Peru
64278,BSk,Gemäßigtes Grasland,Argentina
64279,Cfb,Tropischer Regenwald,Brazil
64280,Af,Tropischer Regenwald,Costa Rica
64281,Af,Tropischer Trockenwald,Colombia
64282,Csb,Mittelmeervegetation,Chile
64283,Aw,Tropischer Trockenwald,Mexico
64284,Cfb,Tropischer Regenwald,Brazil
64285,Cfb,Tropischer Regenwald,Brazil
64286,Cwb,Wüste / Trockengebiete,Mexico
64287,Af,Tropischer Regenwald,Costa Rica
64288,Af,Tropischer Regenwald,Ecuador
64289,BSk,Gebirgs-Grasland,Bolivia
64290,Cfb,Tropischer Regenwald,Costa Rica
64291,Cfa,Gemäßigtes Grasland,Argentina
64292,BWh,Wüste / Trockengebiete,Mexico
64293,Am,Tropischer Regenwald,Costa Rica
64294,Af,Tropischer Regenwald,Colombia
64295,Cwa,Tropischer Nadelwald,Mexico
64296,,Tropischer Nadelwald,Mexico
64297,Cfb,Tropischer Regenwald,Colombia
64298,Cwb,Wüste / Trockengebiete,Mexico
64299,Aw,Wüste / Trockengebiete,Colombia
64300,Am,Tropischer Regenwald,Belize
64301,BSh,Wüste / Trockengebiete,Mexico
64302,Am,Mangroven,French Guiana
64303,BSh,Wüste / Trockengebiete,Mexico
64304,Cfb,Tropischer Regenwald,Colombia
64305,Cfa,Tropisches Grasland / Savanne,
64306,Cwa,Tropischer Regenwald,Brazil
64307,Af,,Costa Rica
64308,Af,Tropischer Regenwald,Jamaica
64309,Am,Tropischer Regenwald,Panama
64310,Am,Überschwemmtes Grasland,
64311,BSk,Wüste / Trockengebiete,Mexico
64312,Cfb,Gemäßigter Laubwald,Chile
64313,Cfb,Mittelmeervegetation,Chile
64314,Af,Überschwemmtes Grasland,
64315,Cfb,Tropischer Regenwald,Brazil
64316,Csb,Mittelmeervegetation,Chile
64317,Am,Tropischer Regenwald,Costa Rica
64318,Cwa,Tropischer Trockenwald,Mexico
64319,Cwb,Tropisches Grasland / Savanne,Brazil
64320,Am,Überschwemmtes Grasland,
64321,Aw,Tropischer Regenwald,Brazil
64322,Cfa,,Argentina
64323,Af,Tropischer Regenwald,Peru
64324,Af,Tropischer Regenwald,Ecuador
64325,Af,Tropischer Regenwald,Puerto Rico
64326,Am,Tropischer Regenwald,Brazil
64327,BSk,Wüste / Trockengebiete,Mexico
64328,Aw,Tropischer Trockenwald,Mexico
64329,Cfb,Gemäßigter Laubwald,Chile
64330,Cwb,Wüste / Trockengebiete,Mexico
64331,Af,Tropischer Regenwald,
64332,Af,,
64333,Cfb,Tropischer Regenwald,Ecuador
64334,Af,Tropischer Regenwald,Colombia
64335,Cwb,Wüste / Trockengebiete,Mexico
64336,Am,Überschwemmtes Grasland,
64337,Aw,Überschwemmtes Grasland,
64338,Cwb,Tropischer Nadelwald,Mexico
64339,Cwb,Wüste / Trockengebiete,Mexico
64340,Cwb,Tropischer Regenwald,Costa Rica
64341,Am,Tropischer Regenwald,French Guiana
64342,Aw,Tropischer Regenwald,Brazil
64343,Af,Tropischer Regenwald,Peru
64344,Af,Tropischer Regenwald,Costa Rica
64345,Aw,Tropischer Trockenwald,Costa Rica
64346,Cfb,Tropischer Regenwald,Guatemala
64347,Cwb,Tropischer Nadelwald,Mexico
64348,Csb,Gemäßigter Laubwald,Chile
64349,Cfa,Tropisches Grasland / Savanne,
64350,BSh,Wüste / Trockengebiete,Mexico
64351,Cfa,Tropischer Regenwald,Brazil
64352,Cfa,Tropischer Regenwald,Brazil
64353,BWh,Wüste / Trockengebiete,Peru
64354,Cfa,Gemäßigtes Grasland,Argentina
64355,Am,Überschwemmtes Grasland,
64356,Cfa,Tropischer Regenwald,Brazil
64357,Am,Tropischer Regenwald,
64358,BWh,Wüste / Trockengebiete,Peru
64359,Cwb,Tropischer Nadelwald,Mexico
64360,BSh,Tropischer Trockenwald,Mexico
64361,Aw,Tropisches Grasland / Savanne,Brazil
64362,Af,Tropischer Regenwald,Costa Rica
64363,BWh,Tropischer Trockenwald,Mexico
64364,Aw,Tropischer Trockenwald,Mexico
64365,BSk,Mittelmeervegetation,Chile
64366,BWk,Gemäßigtes Grasland,Argentina
64367,Aw,Tropischer Nadelwald,Honduras
64368,Cfa,Gemäßigtes Grasland,Argentina
64369,Am,Tropischer Regenwald,
64370,Cfa,Gemäßigtes Grasland,Argentina
64371,Af,Tropischer Regenwald,Costa Rica
64372,Cfb,Tropischer Regenwald,Colombia
64373,Cfa,Tropisches Grasland / Savanne,
64374,Aw,Mangroven,Mexico
64375,Cfa,Tropisches Grasland / Savanne,
64376,Af,Tropischer Regenwald,Dominican Republic
64377,Cfc,Gemäßigtes Grasland,Chile
64378,BSh,Tropischer Trockenwald,Ecuador
64379,Am,Überschwemmtes Grasland,
64380,Cfc,Gemäßigter Laubwald,Chile
64381,Cfa,Tropisches Grasland / Savanne,Uruguay
64382,Csb,Mittelmeervegetation,Chile
64383,BSk,Wüste / Trockengebiete,Mexico
64384,BWh,Wüste / Trockengebiete,Peru
64385,Af,Tropischer Regenwald,Peru
64386,Csb,Gemäßigter Laubwald,Argentina
64387,,Wüste / Trockengebiete,
64388,Aw,Tropischer Trockenwald,Mexico
64389,Cwa,Tropischer Trockenwald,Mexico
64390,Am,Tropischer Regenwald,Costa Rica
64391,Af,Tropischer Regenwald,Colombia
64392,BSk,Tropischer Nadelwald,
64393,Aw,Mangroven,Venezuela
64394,Am,,
64395,Aw,Tropischer Trockenwald,Mexico
64396,Af,Tropischer Regenwald,Puerto Rico
64397,Cwb,Wüste / Trockengebiete,Mexico
64398,Cfa,Überschwemmtes Grasland,Argentina
64399,BSk,Tropischer Nadelwald,Mexico
64400,,Tropischer Nadelwald,Mexico
64401,ET,,Argentina
64402,Cwb,Tropischer Regenwald,Brazil
64403,BSh,Wüste / Trockengebiete,Mexico
64404,Am,Tropischer Regenwald,
64405,Cwb,Wüste / Trockengebiete,Mexico
64406,ET,Tropischer Regenwald,Ecuador
64407,Cfa,,
64408,Am,Tropischer Regenwald,Brazil
64409,Cwb,Wüste / Trockengebiete,Mexico
64410,Cfa,Tropischer Regenwald,Brazil
64411,Cfb,Tropischer Regenwald,Ecuador
64412,Cwa,Tropischer Trockenwald,Mexico
64413,Aw,Tropischer Trockenwald,Mexico
64414,BSh,Tropischer Trockenwald,Mexico
64415,Cfb,Tropischer Regenwald,Colombia
64416,Cfa,Gemäßigtes Grasland,Argentina
64417,BWh,Wüste / Trockengebiete,Mexico
64418,BSh,Wüste / Trockengebiete,
64419,Cfa,,Argentina
64420,Af,Tropischer Regenwald,
64421,Cfa,Gemäßigtes Grasland,Argentina
64422,BSk,Wüste / Trockengebiete,Mexico
64423,Am,Tropischer Regenwald,
64424,Cwb,Wüste / Trockengebiete,Mexico
64425,BSh,Wüste / Trockengebiete,Mexico
64426,Cfa,Gemäßigtes Grasland,Argentina
64427,Cfa,Tropischer Regenwald,Brazil
64428,Csb,Mittelmeervegetation,Chile
64429,Cfa,Tropischer Regenwald,Brazil
64430,BSh,Wüste / Trockengebiete,Brazil
64431,BSk,Wüste / Trockengebiete,Mexico
64432,Af,Überschwemmtes Grasland,
64433,Am,Tropischer Regenwald,Colombia
64434,Cwb,Tropischer Nadelwald,Mexico
64435,Am,Tropischer Regenwald,Costa Rica
64436,Cwa,Tropischer Trockenwald,Mexico
64437,Cfa,Gemäßigtes Grasland,Argentina
64438,ET,Gemäßigter Laubwald,Argentina
64439,Cwa,Wüste / Trockengebiete,Mexico
64440,Cfa,Tropischer Regenwald,Brazil
64441,Am,Tropischer Regenwald,Dominican Republic
64442,Cfa,Tropisches Grasland / Savanne,
64443,Cfa,Gemäßigtes Grasland,Argentina
64444,Cfb,Tropischer Regenwald,Brazil
64445,Cfa,,
64446,Aw,Tropischer Nadelwald,Mexico
64447,BWh,Wüste / Trockengebiete,
64448,Aw,Tropischer Nadelwald,Mexico
64449,Aw,Tropisches Grasland / Savanne,Brazil
64450,Af,Überschwemmtes Grasland,
64451,Cwa,Tropisches Grasland / Savanne,Argentina
64452,BWh,Wüste / Trockengebiete,Mexico
64453,Am,Tropischer Regenwald,Panama
64454,Cfa,,
64455,Cwb,Tropischer Nadelwald,Mexico
64456,Aw,Wüste / Trockengebiete,Venezuela
64457,Cfa,Tropischer Regenwald,Argentina
64458,BSk,Wüste / Trockengebiete,Mexico
64459,BSh,Wüste / Trockengebiete,
64460,Cwa,Tropischer Nadelwald,Mexico
64461,Cfa,Gemäßigtes Grasland,Argentina
64462,Cwb,Wüste / Trockengebiete,Mexico
64463,Cwb,Wüste / Trockengebiete,Mexico
64464,Cfa,,
64465,Cfa,Tropischer Regenwald,Brazil
64466,Af,,Costa Rica
64467,Aw,Wüste / Trockengebiete,Brazil
64468,Am,Tropischer Regenwald,Brazil
64469,Cfb,Tropischer Nadelwald,Dominican Republic
64470,Cfa,Tropisches Grasland / Savanne,Uruguay
64471,Cfa,Tropischer Regenwald,Argentina
64472,Cwb,Tropischer Nadelwald,Mexico
64473,Aw,Mangroven,Mexico
64474,Am,Tropischer Regenwald,Belize
64475,ET,Gemäßigter Laubwald,Chile
64476,Am,Tropischer Regenwald,
64477,Cfa,Tropischer Regenwald,Argentina
64478,Am,Tropischer Regenwald,Panama
64479,Am,Tropischer Regenwald,Belize
64480,Cfa,Gemäßigtes Grasland,Argentina
64481,Cfb,Tropischer Regenwald,Brazil
64482,Am,Tropischer Regenwald,
64483,Af,Tropischer Regenwald,Colombia
64484,Af,Tropischer Regenwald,Panama
64485,Cfa,Gemäßigtes Grasland,Argentina
64486,BSk,Mittelmeervegetation,Mexico
64487,BWh,Wüste / Trockengebiete,Mexico
64488,Af,Tropischer Regenwald,Nicaragua
64489,BSh,Tropischer Trockenwald,Mexico
64490,BSk,Wüste / Trockengebiete,Mexico
64491,ET,Gebirgs-Grasland,Argentina
64492,Cfa,Gemäßigtes Grasland,Argentina
64493,Aw,Tropisches Grasland / Savanne,Brazil
64494,Af,Tropischer Regenwald,Costa Rica
64495,Cfa,Gemäßigtes Grasland,Argentina
64496,Cwb,Tropisches Grasland / Savanne,Argentina
64497,Cwa,Tropisches Grasland / Savanne,Argentina
64498,BSk,Wüste / Trockengebiete,Mexico
64499,Csb,Gemäßigtes Grasland,Argentina
64500,BSk,Tropischer Nadelwald,Mexico
64501,Csb,Mittelmeervegetation,Chile
64502,BWh,Wüste / Trockengebiete,Mexico
64503,Am,Tropischer Regenwald,Mexico
64504,Cfa,Gemäßigtes Grasland,Argentina
64505,Cwb,Tropischer Nadelwald,Mexico
64506,Cfa,Tropischer Regenwald,Brazil
64507,Cfa,Tropisches Grasland / Savanne,
64508,Cfa,Gemäßigtes Grasland,Argentina
64509,Cwa,Tropischer Nadelwald,Mexico
64510,Aw,Tropisches Grasland / Savanne,Brazil
64511,Cfb,Tropischer Regenwald,Brazil
64512,Cfb,Tropischer Regenwald,Brazil
64513,Cfa,Überschwemmtes Grasland,Argentina
64514,Aw,,
64515,Cfb,Tropischer Regenwald,Colombia
64516,BSk,Mittelmeervegetation,Chile
64517,Cwb,Wüste / Trockengebiete,Mexico
64518,Cwb,Wüste / Trockengebiete,Mexico
64519,Cwb,Wüste / Trockengebiete,Mexico
64520,Csb,Mittelmeervegetation,Chile
64521,Cfa,Gemäßigtes Grasland,Argentina
64522,BSk,Mittelmeervegetation,Mexico
64523,Cwb,Tropisches Grasland / Savanne,Argentina
64524,Cfa,Tropischer Regenwald,Argentina
64525,Cwb,Tropischer Regenwald,Brazil
64526,Csb,Mittelmeervegetation,Chile
64527,Cfa,Tropischer Regenwald,Brazil
64528,Am,,
64529,Af,Tropischer Regenwald,Ecuador
64530,Cfa,Tropischer Regenwald,Brazil
64531,BSh,Wüste / Trockengebiete,Mexico
64532,Cwb,Tropisches Grasland / Savanne,Brazil
64533,Aw,Gemäßigter Nadelwald,
64534,Af,Tropischer Regenwald,Puerto Rico
64535,Aw,Tropischer Trockenwald,Mexico
64536,Cfa,Tropisches Grasland / Savanne,
64537,Aw,Tropischer Regenwald,Mexico
64538,Af,Tropischer Regenwald,Costa Rica
64539,BWk,Mittelmeervegetation,Chile
64540,BSh,Wüste / Trockengebiete,
64541,Cfb,Tropischer Regenwald,Colombia
64542,Cfb,Tropischer Regenwald,Brazil
64543,Csb,Mittelmeervegetation,Chile
64544,Af,Tropischer Regenwald,Brazil
64545,,,Costa Rica
64546,Cwb,Tropischer Regenwald,Costa Rica
64547,Af,Tropischer Regenwald,Costa Rica
64548,Cwb,Tropischer Nadelwald,Mexico
64549,Cfa,Tropischer Regenwald,Argentina
64550,Af,Tropischer Regenwald,French Guiana
64551,Aw,Tropisches Grasland / Savanne,Brazil
64552,BSh,Wüste / Trockengebiete,
64553,Aw,Tropischer Trockenwald,Mexico
64554,BSk,Wüste / Trockengebiete,Mexico
64555,BSk,Wüste / Trockengebiete,Mexico
64556,Cwa,Tropischer Nadelwald,Mexico
64557,BSh,Tropischer Trockenwald,Mexico
64558,Aw,Wüste / Trockengebiete,Ecuador
64559,Af,Wüste / Trockengebiete,
64560,Cfa,Tropischer Regenwald,Brazil
64561,Cfa,Gemäßigtes Grasland,Argentina
64562,BSk,Tropischer Nadelwald,Mexico
64563,Cfa,Tropischer Regenwald,Brazil
64564,Cfb,Tropischer Regenwald,Brazil
64565,Cfa,Überschwemmtes Grasland,Argentina
64566,Cfb,Tropischer Regenwald,Brazil
64567,Cwb,Wüste / Trockengebiete,Mexico
64568,Csb,Gemäßigter Laubwald,Chile
64569,Cfb,Tropischer Regenwald,Ecuador
64570,Am,,Costa Rica
64571,Aw,Tropischer Regenwald,Brazil
64572,BSk,Wüste / Trockengebiete,Mexico
64573,ET,Gemäßigter Laubwald,Argentina
64574,BSh,Wüste / Trockengebiete,
64575,Af,,Brazil
64576,BSh,Tropischer Trockenwald,Mexico
